ID,Source_IP,Destination_IP,Protocol,Timestamp,Traffic_Type,Source_Port,Destination_Port,Data_Volume,Packet_Size,HTTP_Status_Code,Firewall_Rule,VPN_Status,MFA_Status,Credential_Used,Data_Classification,Encryption_Algorithm
161,165.119.235.42,202.15.151.245,ICMP,2012-12-05 19:07:37,Inbound,7580,18687,635,182,404,Deny,False,Failed,*kUzhpp@sx8@,Confidential,SHA-256
162,33.229.194.230,181.13.144.45,UDP,2020-08-14 02:31:23,Outbound,31357,29187,368,665,200,Allow,True,Bypassed,6HFzirj@&76E,Public,SHA-256
163,136.112.24.94,18.139.239.25,UDP,2015-02-25 09:38:24,Inbound,24998,25723,229,1247,200,Deny,True,Failed,J@8FIhzEN*y!,Public,
164,177.32.208.187,88.250.224.249,TCP,2020-02-27 06:36:47,Outbound,25235,15337,44,1409,200,Deny,False,Failed,8_S&Pt_g(mi1,Highly Confidential,AES
165,85.120.101.0,86.215.80.42,UDP,2017-08-05 04:14:01,Outbound,32930,51948,494,1277,200,Allow,False,Used,&pHlzqDP3Y9B,Internal,AES
166,17.236.177.172,177.216.89.36,ICMP,2014-02-16 06:32:44,Inbound,43442,54616,421,85,200,Allow,True,Used,)eW1J4kQZ$%9,Public,RSA
167,189.37.21.1,36.151.60.136,TCP,2017-12-30 03:38:25,Inbound,41866,43231,524,581,200,Quarantine,False,Failed,HM49OdHI$+5#,Public,RSA
168,75.146.137.148,107.167.14.213,ICMP,2011-07-16 22:28:06,Inbound,59807,61456,794,1429,200,Quarantine,False,Failed,%w9RyctPNL2b,Public,
169,221.93.20.99,64.194.67.119,TCP,2015-01-29 15:30:59,Inbound,38902,34246,121,1104,200,Quarantine,True,Bypassed,+lJqMjn693_I,Confidential,
170,114.201.98.199,197.225.100.208,ICMP,2013-12-02 23:36:40,Outbound,12736,24263,573,1176,200,Deny,False,Bypassed,a)wNBCIn@g6J,Highly Confidential,RSA
171,53.164.171.121,75.255.56.198,UDP,2014-09-15 14:12:58,Outbound,6800,4200,270,494,200,Quarantine,True,Bypassed,(J76Hz)suobi,Highly Confidential,
172,177.33.38.163,68.236.101.122,ICMP,2017-09-22 14:37:05,Inbound,64963,10319,89,605,200,Deny,False,Failed,@Rq5B&qn)+3j,Internal,AES
173,120.116.144.202,133.244.226.112,UDP,2020-10-03 13:12:54,Inbound,37634,4744,516,642,200,Allow,False,Bypassed,7d_8*SKoMNy9,Confidential,
174,19.93.16.38,204.77.189.177,UDP,2014-01-28 02:16:58,Inbound,46952,54538,270,548,200,Deny,False,Used,&CvYoHbSg4T$,Internal,
175,185.223.113.64,101.16.79.215,ICMP,2014-09-01 22:39:02,Outbound,11247,51049,110,285,404,Quarantine,False,Bypassed,0Ca)jtW0aRcP,Public,AES
176,129.70.94.36,154.177.92.1,TCP,2012-12-17 04:34:26,Outbound,26826,56388,703,397,200,Allow,False,Failed,+7W0wg&H7Jc3,Public,AES
177,192.75.8.145,68.89.216.157,TCP,2015-10-17 12:29:14,Outbound,46945,49296,382,787,200,Deny,False,Used,g&PHxuC2jm8l,Internal,RSA
178,198.55.0.6,96.84.5.241,ICMP,2021-04-10 07:59:24,Outbound,52491,31892,308,553,200,Quarantine,True,Failed,S0ZirDr#l9&8,Public,RSA
179,193.233.167.143,42.55.243.218,ICMP,2014-06-26 01:41:35,Inbound,38828,37742,666,1369,200,Deny,False,Failed,B%5Yc1jr(aMJ,Highly Confidential,
180,77.235.180.44,118.198.110.25,UDP,2018-02-21 08:26:08,Outbound,47582,17530,620,1360,200,Deny,False,Bypassed,%8JEC&EVS5cL,Highly Confidential,
181,171.94.19.69,70.169.67.81,ICMP,2014-07-08 16:16:02,Inbound,7835,17201,633,358,200,Deny,False,Used,uZ)cnkne#8A^,Internal,SHA-256
182,87.227.124.65,177.134.117.76,UDP,2023-02-25 11:15:57,Outbound,35329,41930,655,1133,200,Deny,False,Bypassed,BRB3Pwrg(+%9,Internal,AES
183,208.57.33.232,168.238.253.127,TCP,2011-10-14 11:04:31,Outbound,53319,19197,612,513,200,Quarantine,False,Used,VBLBO3Tl+tK9,Highly Confidential,
184,152.244.37.221,167.200.87.0,TCP,2023-09-19 04:55:49,Inbound,9977,18979,114,1344,200,Deny,False,Bypassed,_0)&pVZ&5kjW,Highly Confidential,RSA
185,185.86.250.125,171.200.145.54,UDP,2021-03-05 04:07:07,Inbound,23431,27542,320,1060,500,Deny,True,Failed,c64WWY9f*+j),Public,RSA
186,192.120.133.92,69.120.165.168,TCP,2016-01-10 18:18:21,Inbound,31225,48191,790,232,200,Allow,False,Failed,6)DUi%TkE$7%,Confidential,SHA-256
187,146.57.104.222,137.100.179.107,TCP,2012-07-02 16:59:58,Outbound,39342,7842,406,537,200,Allow,False,Bypassed,v^TvO!_l_1AZ,Internal,SHA-256
188,104.31.111.108,163.69.85.231,ICMP,2021-10-16 13:49:55,Outbound,53814,58445,450,435,200,Deny,False,Bypassed,@CMoDWkj2aQ0,Internal,SHA-256
189,200.116.92.22,179.97.169.196,TCP,2017-11-04 13:11:46,Outbound,20401,53702,270,1149,200,Allow,False,Bypassed,gE9XvICd#c3B,Internal,AES
190,137.227.24.254,159.134.100.208,TCP,2020-12-09 02:53:56,Inbound,35312,43182,69,129,200,Allow,True,Used,rJ6CvMgh__X1,Internal,AES
191,196.210.201.46,180.104.231.188,TCP,2014-09-18 17:51:55,Outbound,53519,41873,63,779,200,Deny,False,Bypassed,$s7*kE__0U)A,Public,SHA-256
192,184.211.203.246,16.144.116.124,TCP,2015-10-16 20:32:45,Outbound,49920,6915,785,1347,200,Quarantine,False,Bypassed,fO6^8ZXng_%I,Highly Confidential,AES
193,148.0.98.135,132.220.125.55,ICMP,2019-01-26 00:09:38,Inbound,25604,50182,564,560,200,Deny,False,Failed,Z#zT2FOfoeVK,Public,AES
194,183.22.190.175,132.199.212.240,TCP,2011-07-11 22:08:40,Inbound,18390,24058,911,1232,200,Deny,False,Used,&I_mfGut2xdH,Highly Confidential,RSA
195,131.223.10.75,11.57.67.237,TCP,2015-09-06 07:45:56,Inbound,42566,50949,648,823,200,Quarantine,True,Failed,WB%jM6nL7&z5,Internal,SHA-256
196,209.7.251.129,162.118.6.219,UDP,2017-10-17 12:29:49,Inbound,36947,26162,269,214,200,Deny,True,Used,^o5JdMpJ!+iH,Highly Confidential,RSA
197,70.203.116.3,143.173.24.187,UDP,2015-06-17 15:02:11,Inbound,51465,19977,174,756,200,Deny,True,Failed,_Lc6fFlwO#lf,Public,RSA
198,193.208.184.201,72.205.115.22,UDP,2016-06-26 19:55:59,Inbound,22773,13698,758,1141,200,Quarantine,False,Bypassed,7x4ZafR2x(VS,Highly Confidential,RSA
199,39.24.90.21,51.116.146.74,UDP,2022-05-19 00:37:40,Inbound,2274,19169,889,1369,200,Deny,True,Failed,JK0!KDfCIPqA,Highly Confidential,AES
200,121.21.139.84,99.253.178.90,UDP,2012-09-09 05:22:09,Inbound,65134,64133,514,604,200,Quarantine,False,Failed,eqXK)Php6j9*,Public,SHA-256
201,43.221.138.54,91.87.165.143,TCP,2018-12-01 03:53:31,Inbound,43784,9082,595,1148,200,Allow,True,Failed,yG4Z3zpl$IWL,Internal,
202,155.210.224.6,115.111.67.121,ICMP,2017-12-28 19:18:58,Outbound,10982,51060,193,258,200,Allow,False,Bypassed,%iSVkdwBP2Ls,Internal,RSA
203,41.224.194.21,151.121.33.201,TCP,2011-11-25 06:57:14,Inbound,27801,50105,993,70,404,Deny,True,Bypassed,(r9tlAsLeFDK,Internal,RSA
204,137.44.214.212,141.252.165.92,UDP,2015-12-21 12:21:17,Outbound,55222,57526,44,543,200,Deny,True,Bypassed,i$!03dIas2Cy,Highly Confidential,AES
205,146.178.171.199,25.207.101.175,ICMP,2014-06-22 14:00:27,Inbound,12805,51035,600,1465,200,Deny,False,Failed,^p#ORnDUQh1^,Highly Confidential,AES
206,87.18.116.210,198.132.129.192,TCP,2023-06-06 04:29:31,Outbound,37091,24944,45,389,404,Quarantine,True,Used,8!5dF9tUl0_6,Internal,RSA
207,152.192.109.51,187.97.157.75,UDP,2021-02-09 18:51:38,Outbound,36642,52918,6,1285,200,Allow,True,Bypassed,Zh@IlDgc)f6y,Highly Confidential,
208,55.193.135.16,189.223.14.30,ICMP,2014-02-21 13:56:09,Outbound,22723,60319,90,140,200,Allow,True,Bypassed,ew!uvQ)ofg7r,Confidential,RSA
209,118.162.69.118,29.222.52.37,UDP,2014-02-05 08:27:28,Outbound,35564,27117,538,469,200,Quarantine,True,Used,s&7ZZLcDc+j3,Public,
210,172.212.8.184,133.190.44.64,TCP,2015-12-19 21:20:50,Inbound,2595,30467,641,281,200,Allow,False,Failed,NGUSFwjH$SB6,Public,SHA-256
211,72.225.25.131,3.157.150.242,ICMP,2022-11-11 01:13:56,Inbound,55552,11511,199,716,200,Quarantine,False,Failed,I(WDm96gSB8a,Public,RSA
212,186.98.208.57,198.247.23.92,TCP,2013-01-06 08:38:09,Outbound,56122,2043,348,808,200,Allow,False,Used,RiwCXRm*93F^,Public,SHA-256
213,48.237.243.98,170.165.191.187,UDP,2016-11-16 04:22:23,Inbound,51997,13245,936,229,200,Allow,False,Bypassed,b_)2DhH)j56m,Internal,RSA
214,71.133.26.130,164.191.88.191,TCP,2015-04-22 08:38:30,Outbound,31621,58274,48,251,200,Quarantine,False,Used,WZl$YhkAJf@8,Confidential,RSA
215,50.191.148.244,170.152.28.60,ICMP,2020-01-22 13:35:24,Inbound,14562,35556,359,1165,200,Allow,False,Bypassed,J3$Wa_Nd$GWj,Internal,RSA
216,79.89.202.52,106.135.60.147,ICMP,2020-05-08 22:43:36,Outbound,41414,23307,320,720,200,Quarantine,True,Failed,%tX5(Apaj$+7,Internal,AES
217,148.97.227.0,43.140.24.136,UDP,2015-01-07 14:53:48,Outbound,32973,1984,67,1013,200,Deny,False,Used,*8ZWW4okvRhh,Confidential,SHA-256
218,86.253.86.151,147.187.243.28,UDP,2022-01-22 23:09:56,Outbound,5353,22330,214,1461,200,Deny,False,Bypassed,Utp0BP^Uq_o8,Internal,RSA
219,154.39.41.179,44.17.58.58,ICMP,2014-01-14 06:36:01,Outbound,22481,32395,661,1392,200,Allow,True,Bypassed,)G5Kckkho_3M,Public,RSA
220,95.55.15.185,77.77.92.62,TCP,2015-08-21 07:25:58,Outbound,56574,8360,873,642,200,Quarantine,True,Used,&c#3W@zt1&NI,Confidential,AES
221,93.69.213.11,30.159.28.215,TCP,2014-10-26 19:48:39,Outbound,56292,60587,369,894,200,Quarantine,True,Used,_2UdRIzV36tW,Public,AES
222,15.208.30.233,158.41.195.182,UDP,2023-04-26 10:12:56,Outbound,15818,12177,435,1278,200,Deny,True,Bypassed,lX4$89Fw)PGV,Confidential,
223,173.32.137.224,96.249.60.70,TCP,2020-06-10 03:21:41,Inbound,17095,30963,646,1399,500,Allow,False,Bypassed,_Jm0l8OmYjba,Public,SHA-256
224,30.105.225.229,96.160.103.122,UDP,2014-08-01 21:16:04,Inbound,38566,3383,673,637,200,Quarantine,True,Failed,a$cfSlsnLQ5Z,Highly Confidential,AES
225,37.96.10.246,9.10.216.128,UDP,2013-12-02 11:13:22,Inbound,32803,11850,819,1120,200,Deny,True,Used,_VZIjx8nC38B,Internal,
226,136.28.18.144,55.42.131.240,UDP,2014-09-29 22:28:52,Outbound,32236,48900,972,1130,200,Quarantine,False,Failed,UWS(e6Hlo!Nh,Confidential,RSA
227,85.40.117.154,223.4.123.19,UDP,2015-06-21 23:16:05,Outbound,31243,50670,692,535,200,Quarantine,True,Bypassed,+8KnQgshn192,Confidential,RSA
228,83.18.177.150,52.155.43.15,TCP,2013-05-17 19:38:50,Inbound,62529,38938,673,484,500,Quarantine,True,Bypassed,$S@#J71r8645,Public,AES
229,107.240.223.174,83.110.82.12,UDP,2022-11-09 18:25:52,Inbound,52190,4850,284,167,200,Deny,True,Failed,*wVLE^Xnlf1t,Confidential,RSA
230,9.104.148.27,189.146.90.170,UDP,2010-12-14 14:27:30,Inbound,3308,4779,73,1210,200,Deny,True,Failed,!^QC3WIp)6pT,Internal,AES
231,163.42.134.52,74.73.75.21,ICMP,2017-04-19 19:04:38,Outbound,8967,37175,549,775,200,Deny,False,Used,tw48uW1O@8&A,Public,SHA-256
232,33.9.129.59,180.60.55.116,ICMP,2019-11-18 18:15:11,Outbound,32907,5562,907,1335,200,Allow,True,Used,zvR07Tahn*^d,Internal,AES
233,22.3.61.177,187.174.99.0,TCP,2022-06-05 22:06:37,Outbound,8769,13873,827,1379,200,Deny,True,Bypassed,g!Nbug6r_38G,Internal,AES
234,91.239.117.189,132.172.154.169,ICMP,2018-09-06 06:11:21,Inbound,54619,53574,109,273,200,Quarantine,True,Used,N+zzAiRb68!3,Internal,
235,17.143.85.9,115.102.127.61,TCP,2016-05-04 23:02:26,Outbound,37292,10814,450,538,404,Allow,True,Used,Dl+YfKsmz&9g,Highly Confidential,RSA
236,188.126.179.230,79.227.33.214,UDP,2022-11-08 17:39:23,Inbound,62502,11440,626,1456,200,Allow,False,Bypassed,hIOoHN0u)7PE,Public,SHA-256
237,107.156.15.236,156.194.104.254,ICMP,2014-01-12 03:32:00,Outbound,33629,11556,164,1412,404,Allow,False,Failed,*CqwT2p@18HB,Internal,
238,51.97.169.5,65.205.171.33,UDP,2019-09-12 07:24:16,Outbound,14049,48962,694,707,200,Allow,False,Used,Fh8OAty5*3!k,Public,RSA
239,119.198.86.180,59.13.155.22,ICMP,2023-05-18 14:24:16,Inbound,42444,23501,999,592,200,Allow,True,Bypassed,*cy$*Anlr#5y,Public,SHA-256
240,120.215.142.0,137.203.67.153,TCP,2016-07-06 13:41:03,Outbound,55876,30328,286,69,200,Quarantine,True,Used,7CW^VTsvxlRe,Confidential,
241,160.225.80.224,46.78.142.253,TCP,2012-02-17 22:16:05,Inbound,37625,49354,13,1459,200,Allow,True,Failed,R*R9LnZmkuZy,Confidential,RSA
242,6.201.205.71,211.209.225.217,ICMP,2017-12-12 07:02:58,Outbound,47154,41511,2,1324,200,Quarantine,False,Bypassed,L9^2D_dKtYN!,Public,SHA-256
243,38.193.137.225,30.54.52.186,ICMP,2013-08-04 07:39:20,Inbound,37773,46488,793,459,200,Deny,True,Bypassed,8yR@zhiX_gLK,Public,
244,15.199.14.163,23.78.143.230,ICMP,2011-09-15 23:06:35,Outbound,30644,40695,377,1418,404,Allow,True,Failed,zn7$#9)Kl^6V,Public,AES
245,21.144.175.55,184.168.236.197,TCP,2016-09-19 01:41:24,Outbound,23745,27534,455,1360,200,Allow,True,Used,(tGlw(j2B4lQ,Internal,SHA-256
246,116.35.29.3,203.71.79.73,UDP,2019-06-29 21:14:12,Inbound,10745,23143,292,973,500,Quarantine,True,Bypassed,(G1It__fpfEL,Confidential,RSA
247,153.124.170.118,17.39.131.99,UDP,2023-01-07 14:25:36,Outbound,36404,63929,167,1132,200,Allow,False,Failed,Xx+NCLjT&U0f,Internal,
248,40.146.29.195,16.84.143.44,TCP,2018-02-22 02:51:18,Inbound,21214,1626,412,1304,200,Deny,False,Used,ku7JdG*G@aKa,Confidential,AES
249,195.254.198.95,32.109.254.226,ICMP,2023-06-12 02:42:48,Inbound,60559,43698,370,854,200,Deny,False,Failed,24N1tTb(_Hj7,Confidential,AES
250,75.210.158.247,118.73.85.145,UDP,2011-06-26 22:13:04,Inbound,55780,38482,613,216,200,Deny,False,Bypassed,+852^J^aHkJz,Confidential,AES
251,18.150.165.225,6.201.103.85,UDP,2015-11-18 19:26:41,Inbound,54946,54150,310,1238,200,Quarantine,False,Used,m8mWnn^p8W@%,Public,AES
252,105.210.208.6,190.242.28.58,ICMP,2017-04-18 11:08:45,Outbound,39104,31490,580,933,200,Quarantine,False,Bypassed,(^&Vj(tnQy8c,Public,SHA-256
253,218.254.130.207,50.187.216.247,TCP,2020-12-11 15:34:04,Outbound,20138,34709,655,197,200,Quarantine,True,Used,*Q_8jMkAGrLI,Internal,SHA-256
254,132.10.211.5,223.115.230.61,UDP,2014-03-22 05:52:55,Outbound,61376,59690,167,249,200,Quarantine,True,Used,!%_JH5kujW0e,Public,
255,174.137.173.59,149.148.27.248,TCP,2021-08-12 09:01:46,Inbound,9459,56153,711,331,200,Deny,True,Used,_SR#1W!g0AiY,Internal,AES
256,180.11.113.34,201.103.48.226,UDP,2017-09-02 17:14:53,Inbound,50474,6325,802,293,404,Allow,True,Used,BjBhl8J&38Q%,Confidential,AES
257,70.43.31.102,156.99.107.29,ICMP,2017-05-20 01:05:01,Outbound,25040,45753,604,419,200,Allow,True,Failed,lG!$A^h0)Bk0,Highly Confidential,
258,54.125.209.183,144.131.220.216,UDP,2018-05-28 11:55:04,Inbound,26241,18587,468,1269,200,Quarantine,False,Used,F(NXN8wwYT1s,Highly Confidential,SHA-256
259,69.114.196.91,199.84.76.146,UDP,2022-05-09 18:25:37,Outbound,46573,38703,105,385,200,Allow,False,Used,^nPQrSpv_7lP,Highly Confidential,AES
260,31.36.105.77,33.139.127.92,TCP,2014-10-01 00:01:46,Inbound,17453,32070,510,512,200,Allow,True,Used,VW*COxsp(*5l,Public,AES
261,182.249.12.198,23.226.250.246,UDP,2018-12-12 12:18:46,Outbound,36573,22520,829,1147,200,Allow,False,Used,4Pi&BylP5*b2,Highly Confidential,
262,210.1.114.121,175.191.92.241,ICMP,2013-11-12 17:56:32,Outbound,44282,36293,702,1144,200,Deny,True,Bypassed,AMKT6lj6k%9E,Public,
263,184.34.167.17,135.5.216.211,UDP,2018-12-06 20:31:15,Inbound,29083,22620,366,883,200,Quarantine,True,Used,#3461u@g_LJg,Internal,SHA-256
264,101.196.25.174,146.157.90.185,TCP,2017-03-17 14:36:54,Outbound,25779,37379,400,700,200,Deny,True,Bypassed,QID8Nrvt^V+S,Internal,SHA-256
265,109.248.226.121,117.14.12.27,UDP,2018-11-24 16:44:08,Inbound,41955,48686,981,228,200,Quarantine,True,Bypassed,uQDd(f58A(8*,Confidential,SHA-256
266,153.10.19.191,193.92.64.141,TCP,2010-04-21 15:48:48,Inbound,42170,46094,529,422,200,Allow,False,Failed,lI7M0QXdzk#I,Highly Confidential,AES
267,88.9.222.218,185.203.200.97,TCP,2016-10-17 19:41:13,Outbound,46037,39403,242,871,200,Allow,True,Used,iH&2yUHy6u9e,Internal,SHA-256
268,135.231.161.108,1.178.122.25,TCP,2011-05-29 10:55:43,Inbound,21596,39427,306,170,404,Deny,False,Bypassed,X#1RC#^qKa2N,Public,
269,147.229.27.189,4.139.7.238,TCP,2012-08-15 15:56:00,Inbound,8024,11479,220,602,200,Deny,True,Failed,ll8lSGZo$cT#,Confidential,AES
270,33.108.194.149,54.56.202.42,UDP,2012-06-10 22:33:46,Outbound,21292,41875,982,1474,200,Quarantine,True,Bypassed,%9yTyeabW*Il,Internal,
271,25.199.180.194,69.157.210.222,UDP,2010-08-18 04:42:23,Outbound,61742,55127,341,905,200,Allow,True,Bypassed,#43PboQVN9eM,Confidential,AES
272,165.147.29.86,37.228.7.161,UDP,2013-12-30 23:00:38,Inbound,8287,10344,256,1097,200,Quarantine,True,Bypassed,QZ!FLBmrnMf7,Highly Confidential,SHA-256
273,186.42.75.189,193.19.3.215,ICMP,2020-12-28 06:45:51,Inbound,60454,5832,998,987,200,Quarantine,True,Used,!u2Twn5@(qZE,Highly Confidential,
274,21.44.253.187,161.87.147.120,UDP,2011-06-14 07:18:42,Outbound,49942,32386,392,306,200,Allow,True,Failed,gwU9J6#S77^q,Internal,
275,82.188.214.86,203.173.33.225,ICMP,2023-08-02 13:09:44,Outbound,46037,13908,731,825,200,Quarantine,False,Used,Bp4Tp#QW61O^,Public,AES
276,151.32.8.60,73.149.106.157,UDP,2016-04-01 13:49:23,Inbound,34037,32299,953,734,200,Allow,True,Failed,qE@33TwJabr7,Highly Confidential,RSA
277,80.0.197.25,31.31.252.162,UDP,2018-12-22 04:34:22,Outbound,51072,62263,155,1178,200,Quarantine,False,Used,8yw)1j3eP8Up,Internal,RSA
278,163.58.235.238,50.134.85.182,UDP,2020-04-21 13:56:54,Outbound,8396,55433,738,343,200,Allow,True,Failed,3_(DNx8sXgX9,Internal,RSA
279,113.61.103.195,84.20.197.202,TCP,2019-09-11 12:02:28,Outbound,25505,38689,952,257,200,Allow,True,Used,#1nMB4to_5(8,Highly Confidential,
280,152.224.221.68,117.86.44.226,ICMP,2011-03-27 18:16:48,Outbound,7089,26140,262,404,200,Deny,True,Used,_^DpCoq1%6Hd,Internal,RSA
281,198.63.120.5,182.229.116.118,TCP,2018-04-27 05:07:32,Outbound,30216,58027,398,1015,200,Quarantine,False,Used,Mh7R^Jhv(QCx,Highly Confidential,SHA-256
282,45.75.57.238,137.135.30.143,UDP,2021-10-04 16:29:05,Inbound,60478,52531,490,655,200,Allow,False,Used,PB)2@Nydozkj,Highly Confidential,SHA-256
283,80.187.159.255,18.85.152.104,TCP,2019-11-15 18:17:36,Outbound,12791,51523,187,844,200,Deny,False,Failed,F)2UiC09mw5#,Highly Confidential,
284,145.116.225.50,207.166.48.210,ICMP,2020-12-16 04:43:56,Outbound,31181,45339,415,1387,500,Quarantine,False,Failed,!2DASwsqDj)1,Confidential,
285,160.240.104.35,113.90.214.125,UDP,2011-09-22 16:17:06,Inbound,6666,19721,789,989,200,Deny,True,Used,b)HPUh8GGwP4,Internal,RSA
286,14.27.158.24,98.34.216.188,ICMP,2010-02-11 11:54:04,Outbound,3449,31949,410,1035,200,Quarantine,False,Used,&w15HKVfoSLh,Public,AES
287,115.32.98.168,164.235.116.124,UDP,2020-07-28 15:41:03,Outbound,16235,33269,225,1243,404,Deny,False,Used,eHpSWbe5@4Wu,Confidential,
288,37.65.245.223,89.57.40.249,UDP,2016-11-12 20:55:53,Outbound,16406,13726,571,136,500,Deny,False,Failed,p6P8PU!q$pc9,Internal,RSA
289,52.162.13.203,125.35.24.142,TCP,2020-05-12 23:37:14,Inbound,47318,3305,949,936,200,Allow,True,Bypassed,J5@C7ItrXk^_,Public,AES
290,153.195.223.80,154.39.167.224,TCP,2019-04-04 15:27:10,Inbound,29801,63547,426,53,200,Deny,False,Failed,O&#iF0SfZrBB,Internal,AES
291,151.200.118.127,105.215.198.7,ICMP,2016-03-15 08:06:02,Outbound,62872,1951,454,338,200,Quarantine,True,Used,_T*)OdMw#FW8,Confidential,SHA-256
292,36.179.76.105,132.85.220.217,ICMP,2010-11-04 04:19:28,Inbound,46918,26473,457,1358,200,Quarantine,False,Bypassed,6*Cg*$Wh%oCR,Confidential,
293,23.148.127.246,27.33.113.238,ICMP,2020-04-11 04:22:04,Inbound,2558,1828,912,1145,200,Allow,False,Bypassed,JLjQ8IAd)L7M,Highly Confidential,AES
294,160.205.220.222,85.42.17.172,ICMP,2019-12-13 09:21:44,Inbound,23983,19609,292,1405,200,Quarantine,True,Bypassed,$aN&v2eM%1rp,Highly Confidential,RSA
295,12.213.163.198,191.138.210.4,UDP,2012-11-12 05:53:40,Outbound,39574,36633,532,848,200,Quarantine,False,Bypassed,p8u$KIoF)qdK,Highly Confidential,
296,220.124.159.152,90.55.88.32,TCP,2012-01-09 01:04:36,Outbound,61428,62379,122,1272,200,Allow,True,Failed,X0fZeuV8!pTJ,Confidential,AES
297,162.224.39.131,57.247.215.184,TCP,2013-02-18 22:51:47,Outbound,1160,8017,561,754,200,Allow,False,Failed,f0RsdQYd&26@,Confidential,
298,131.66.130.79,163.45.249.131,UDP,2010-07-28 03:06:04,Outbound,36478,3003,982,1413,200,Quarantine,False,Bypassed,O+8c9yxhKqiB,Public,RSA
299,137.151.150.109,69.91.133.165,ICMP,2015-06-22 13:36:23,Inbound,64094,1244,282,461,200,Quarantine,False,Used,P$aUYCTw(q0B,Confidential,
300,56.83.232.70,93.169.69.175,TCP,2015-08-19 06:44:04,Outbound,51375,5874,158,668,500,Quarantine,True,Used,0dBn^jln^u8N,Confidential,RSA
301,157.25.209.107,159.132.75.188,TCP,2012-10-03 22:02:03,Outbound,34357,49309,517,828,404,Deny,True,Failed,1wITMJZb&k7q,Highly Confidential,
302,218.181.86.20,181.186.208.247,ICMP,2011-06-30 18:10:44,Inbound,52330,63434,146,804,200,Allow,True,Bypassed,^(xFSe1aJ3$6,Highly Confidential,
303,144.141.184.14,60.191.32.130,UDP,2020-02-20 11:11:32,Inbound,11602,48444,547,1193,200,Allow,False,Bypassed,dPrASa0G)I5#,Public,RSA
304,173.46.68.74,175.62.40.116,UDP,2015-11-25 23:44:10,Outbound,2064,59902,709,313,200,Allow,False,Used,L*7r%n8q(l_U,Public,RSA
305,120.39.73.3,123.97.210.82,ICMP,2012-07-06 23:41:48,Inbound,9200,30324,380,435,200,Allow,True,Failed,&0PAp)%a4F^E,Confidential,RSA
306,115.155.93.88,40.247.119.176,TCP,2015-08-25 17:43:24,Inbound,5307,38546,132,173,200,Quarantine,True,Bypassed,cM)672Op3Tc^,Confidential,RSA
307,1.228.148.98,33.19.227.165,UDP,2013-10-21 11:06:01,Outbound,35916,29417,324,50,200,Deny,True,Bypassed,dzMfxa$zU!3W,Public,RSA
308,118.175.36.148,202.169.235.74,TCP,2010-03-13 11:49:06,Outbound,16645,62837,349,151,200,Quarantine,True,Used,B^V_dxcyFy0Y,Highly Confidential,AES
309,3.151.205.188,71.184.3.61,UDP,2015-04-27 00:45:27,Inbound,7697,44405,58,1185,200,Deny,False,Used,C2E^H7lXmiaL,Highly Confidential,RSA
310,32.56.221.137,23.226.227.89,ICMP,2023-06-26 09:39:37,Inbound,39879,51736,861,436,404,Allow,False,Failed,!FD66JoUT^9q,Highly Confidential,
311,88.201.221.158,191.170.236.133,UDP,2016-05-10 04:53:05,Outbound,20099,24172,994,56,200,Quarantine,True,Used,Q!1GQ)g)XuAy,Internal,AES
312,157.168.22.77,62.69.201.203,UDP,2017-03-22 19:44:55,Outbound,11659,6872,466,126,200,Allow,True,Bypassed,%w0xvhno0aHT,Internal,
313,47.115.139.0,218.70.88.109,ICMP,2010-01-16 02:34:51,Inbound,10356,19044,451,438,200,Deny,True,Used,$gY@g4F336nB,Internal,RSA
314,103.158.90.150,4.245.235.202,TCP,2021-09-24 18:13:03,Outbound,62373,13779,313,974,200,Deny,True,Bypassed,aeFJhiwf)3FF,Highly Confidential,AES
315,153.205.118.68,186.132.28.123,TCP,2011-11-18 17:08:06,Outbound,17222,3491,645,613,200,Quarantine,False,Used,ZJ2Rup#0(gR4,Public,
316,36.226.215.132,172.128.11.132,ICMP,2014-12-26 23:33:49,Outbound,42842,60371,810,1235,200,Allow,True,Used,y69eAudqc@V3,Highly Confidential,RSA
317,103.244.94.227,126.221.239.70,TCP,2019-01-24 10:07:28,Outbound,34595,40707,345,912,200,Deny,False,Failed,ZY#hf3VfH$6M,Highly Confidential,SHA-256
318,13.71.118.91,30.229.162.83,UDP,2018-10-23 18:55:28,Inbound,36808,13128,342,442,200,Deny,False,Bypassed,Y^36Q^dc+A89,Confidential,RSA
319,101.77.53.108,56.197.197.223,TCP,2014-12-29 05:57:12,Outbound,48374,53373,473,737,200,Deny,True,Failed,Ti(APBSj_20_,Highly Confidential,RSA
320,165.89.65.31,76.188.242.15,UDP,2017-11-15 00:27:09,Outbound,22393,38467,24,1202,200,Allow,True,Failed,44o1#)l*%4Un,Highly Confidential,
321,212.97.127.19,91.239.222.27,TCP,2018-06-25 01:19:28,Inbound,55187,45156,618,1040,200,Allow,True,Failed,l71V0SZs@nHM,Confidential,RSA
